fcid	name	type	area_ha	imputed	area_source
ACR212	UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project	Forest Carbon	70166.8868	0	GHG plan
ACR422	Wabassus DLLT IFM	Forest Carbon	2486.390784	0	GHG plan
ACR389	Winston Creek Forest Carbon Project	Forest Carbon	4082.472368	0	GHG plan
ACR628	Wolf Lands Forest Carbon Project	Forest Carbon	4562.83465	0	GHG plan
CAR655	Alder Stream Preserve	Improved Forest Management	590.84156	0	NA
CAR1364	Alhuajoyucan - ASRTulancingo	Forestry - MX	69.3	0	Project map (ha)
CAR497	Alligator River Avoided Conversion	Avoided Conversion	934.015288	0	PDD
CAR935	Arcata City Forest Barnum Tract	Improved Forest Management	113.31208	0	PDD & 2019 Ver. Report
CAR575	Arcata Sunnybrae Tract	Improved Forest Management	69.201306	0	PDD
CAR1365	Arturo Gomez Canales - ASRTulancingo	Forestry - MX	116.1	0	Project Submittal Form (hectares)
CAR1547	Bienes Comunales San Pedro Ecatzingo	Forestry - MX	833	0	Project Report (2020) & Project Submittal Form (in hectares)
CAR1546	Bienes Comunales Santa Isabel Chalma	Forestry - MX	495.7	0	Project Submittal Form (hectares)
CAR1553	Bienes Comunales Santiago Cuautenco	Forestry - MX	908	0	Project Submittal Form (hectares)
CAR408	Big River / Salmon Creek Forests	Conservation-Based Forest Management	6036.701062	0	2014 Verification Report
CAR1858	Biorodal: Carbono Forestal Otilio MontaÒo	Forestry - MX	4190	0	Project Submittal Form (hectares)
CAR683	Blue Source - Francis Beidler Improved Forest Management Project	Improved Forest Management	2226.582372	0	PDD
CAR659	Blue Source - Pungo River Forest Conservation Project	Avoided Conversion	248.88189	0	PDD (forested acreage)
CAR1864	BONOS AROMA DEL MAYAB	Forestry - MX	23435.3	0	"Project Submittal Form (hectares); includes ""Area de Produccion"", excludes Caminos, etc."
CAR1509	Bonos Comunitarios CO2-Candelaria II	Forestry - MX	4486	0	Project Submittal Form (hectares)
CAR1508	Bonos Comunitarios CO2-El Naranjal	Forestry - MX	3429.8	0	Project Submittal Form (hectares)
CAR1510	Bonos Comunitarios CO2-San Antonio Tuk	Forestry - MX	2825	0	Project Submittal Form (hectares)
CAR1612	Bonos Comunitarios CO2_Ejido Kankabchen	Forestry - MX	4399	0	Project Submittal Form (hectares)
CAR1613	Bonos Comunitarios CO2_Ejido X-yatil	Forestry - MX	2980.4	0	Project Submittal Form (hectares)
CAR1511	Bonos Comunitarios CO2_San Felipe Oriente	Forestry - MX	623.7	0	Project Submittal Form (hectares)
CAR1611	Bonos Comunitarios:Ejido Lazaro Cardenas	Forestry - MX	3912.7	0	Project Submittal Form (hectares)
CAR1587	Bonos de Carbono-San JosÈ del RincÛn-Mariposa Monarca-ConcepciÛn del Monte	Forestry - MX	425.5	0	Project Submittal Form (hectares)
CAR1588	Bonos de Carbono-San JosÈ del RincÛn-Mariposa Monarca-Ejido Las Rosas	Forestry - MX	766.3	0	Project Submittal Form (hectares)
CAR1589	Bonos de Carbono-San JosÈ del RincÛn-Mariposa Monarca-Ejido Los Lobos	Forestry - MX	874.6	0	Project Submittal Form (hectares)
CAR1590	Bonos de Carbono-San JosÈ del RincÛn-Mariposa Monarca-Ejido Rosa de Palo Amarillo	Forestry - MX	645	0	Project Submittal Form (hectares)
CAR1591	Bonos de Carbono-San JosÈ del RincÛn-Mariposa Monarca-Ejido San Felipe de Jes˙s	Forestry - MX	228.4	0	Project Submittal Form (hectares)
CAR1865	BONOS LAGUNA SÕJIL NOH-H¡	Forestry - MX	22960.2	0	Project Submittal Form (hectares)
CAR1863	BONOS X-HAZIL DE LA RUTA SIAN KA¥AN	Forestry - MX	26256	0	Project Submittal Form (hectares)
CAR1610	C.P. Lagunita de San Diego	Forestry - MX	206.5	0	Project Submittal Form (hectares)
CAR1812	"Captura de Carbono Ejido Atemajac de Brizuela, Jalisco"	Forestry - MX	891	0	Project Submittal Form (hectares)
CAR1888	Captura de Carbono en Bosques de Agua Bendita	Forestry - MX	1574.8	0	Project Submittal Form (hectares)
CAR1572	"CAPTURA DE CARBONO EN EL BOSQUE DE BIENES COMUNALES SAN JUAN CUAUHTEMOC,TLAHUAPAN,PUEBLA"	Forestry - MX	771.3	0	Project Submittal Form (hectares)
CAR1486	"CAPTURA DE CARBONO EN EL BOSQUE DE LA SOCIEDAD DE SOLIDARIDAD SOCIAL PIEDRA CANTEADA, NANACAMILPA  DE MARIANO  ARISTA, TLAXCALA,MEXICO"	Forestry - MX	587.4	0	Project Submittal Form (hectares)
CAR1833	"Captura de Carbono en El JazmÌn, San Gabriel, Jalisco"	Forestry - MX	2449.9	0	Project Submittal Form (hectares)
CAR1835	"CAPTURA DE CARBONO EN LAS BOSQUES DE LA COMUNIDAD SANTA GERTRUDIS Y EL PALMITO, MUNICIPIO DE TAMAZULA,ESTADO DE DURANGO,MEXICO"	Forestry - MX	17395.9	0	Project Submittal Form (hectares)
CAR1818	"Captura de Carbono en los Bosques  del Ejido El Regocijo, Municipio de Durango, Estado de Durango, MÈxico."	Forestry - MX	14272.2	0	Project Submittal Form (hectares)
CAR1804	"Captura de Carbono en los Bosques de ConÌferas y Latifoliadas  del Ejido La Victoria y Anexos, Municipio de Pueblo Nuevo, Estado de Durango, MÈxico"	Forestry - MX	9603.2	0	Project Submittal Form (hectares)
CAR1950	"Captura de Carbono en los Bosques de ConÌferas y Latifoliadas  del Ejido Laguna de las Joyas, Municipio de Pueblo Nuevo, Estado de Durango, MÈxico."	Forestry - MX	7995.4	0	Project Submittal Form (hectares)
CAR1729	"Captura de Carbono en los Bosques de Coniferas y Latifoliadas del Ejido Mil Diez y Anexos, Municipio de Pueblo Nuevo, Estado de Durango, Mexico"	Forestry - MX	4339.2	0	Project Submittal Form (hectares)
CAR1626	"CAPTURA DE CARBONO EN LOS BOSQUES DE CONIFERAS Y LATIFOLIADAS EN EL EJIDO CHAVARRIA VIEJO,MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO"	Forestry - MX	5772.9	0	Project Submittal Form (hectares)
CAR1455	"Captura de carbono en los Bosques de la Comunidad IndÌgena Nuevo San Juan Parangaricutiro, MÈxico."	Forestry - MX	7424	0	Project Submittal Form (hectares)
CAR1586	"CAPTURA DE CARBONO EN LOS BOSQUES DEL  EJIDO LA CUEVA Y ANEXOS, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO"	Forestry - MX	2056.2	0	Project Submittal Form (hectares)
CAR1574	"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL BRILLANTE, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO"	Forestry - MX	7220.6	0	Project Submittal Form (hectares)
CAR1627	"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL LARGO Y ANEXOS, MUNICIPIO DE MADERA, ESTADO DE CHIHUAHUA, MEXICO"	Forestry - MX	5082.1	0	Active project area listed on project map
CAR1625	"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO SAN PABLO, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO"	Forestry - MX	4022.9	0	Project Submittal Form (hectares)
CAR1262	"Captura de Carbono en San Juan Lachao, Oaxaca"	Forestry - MX	2388	0	Project Submittal Form (hectares)
CAR1282	Captura de carbono en San Rafael Ixtapalucan	Forestry - MX	1616.2	0	Project Submittal Form (hectares)
CAR1571	Captura de Carbono Forestal AsunciÛn Mixtepec	Forestry - MX	563	0	Project Submittal Form (hectares) - sum of ADA1 and ADA2
CAR1669	Captura de Carbono Forestal Ejido CiÈnega de la Vaca	Forestry - MX	4302	0	Project Submittal Form (hectares)
CAR1667	Captura de Carbono Forestal Ejido El Carmen y Anexos	Forestry - MX	2256.4	0	Project Submittal Form (hectares)
CAR1670	Captura de Carbono Forestal Ejido El Zapote	Forestry - MX	5901.7	0	Project Submittal Form (hectares)
CAR1668	Captura de Carbono Forestal Ejido Los Ojuelos y Anexos	Forestry - MX	8734.1	0	Project Submittal Form (hectares)
CAR1671	Captura de Carbono Forestal Ejido Potrero de Chaidez	Forestry - MX	14016.9	0	Project Submittal Form (hectares)
CAR1325	Captura de Carbono Forestal Ejido San Lucas	Forestry - MX	485	0	Project Submittal Form (hectares)
CAR1424	Captura de Carbono Forestal en Bosques Urbanos y Periurbanos de la Ciudad de MÈxico	Forestry - MX	1377	0	Project Submittal Form (hectares)
CAR1453	Captura de carbono forestal en el  Ejido RincÛn de Guadalupe	Forestry - MX	577.9	0	Project Submittal Form (hectares)
CAR1522	Captura de carbono forestal en el ejido Amanalco de Becerra	Forestry - MX	533.1	0	Project Submittal Form (hectares)
CAR1529	Captura de carbono forestal en el ejido Capilla Vieja	Forestry - MX	34.5	0	Project Submittal Form (hectares)
CAR1446	Captura de carbono forestal en el Ejido Corral de Piedra	Forestry - MX	193.2	0	Project Submittal Form (hectares)
CAR1448	Captura de carbono forestal en el Ejido El CapulÌn	Forestry - MX	1073.1	0	Project Submittal Form (hectares)
CAR1454	Captura de carbono forestal en el Ejido El Potrero	Forestry - MX	687.6	0	Project Submittal Form (hectares)
CAR1528	Captura de carbono forestal en el ejido La Candelaria	Forestry - MX	77.9	0	Project Submittal Form (hectares)
CAR1526	Captura de carbono forestal en el ejido Nuevo San Juan Atezcapan	Forestry - MX	194.2	0	Project Submittal Form (hectares)
CAR1637	Captura de carbono forestal en el ejido Otzumatl·n o RÌo de Parras	Forestry - MX	872.5	0	Project Submittal Form (hectares)
CAR1521	Captura de carbono forestal en el ejido San Francisco Oxtotilpan	Forestry - MX	2050.1	0	Project Submittal Form (hectares)
CAR1450	Captura de carbono forestal en el Ejido San JerÛnimo	Forestry - MX	1259	0	Project Submittal Form (hectares)
CAR1451	Captura de carbono forestal en el Ejido San Juan	Forestry - MX	811.8	0	Project Submittal Form (hectares)
CAR1452	Captura de carbono forestal en el Ejido San Mateo	Forestry - MX	94.3	0	Project Submittal Form (hectares)
CAR1527	Captura de carbono forestal en el ejido San Miguel Sultepec	Forestry - MX	138.9	0	Project Submittal Form (hectares)
CAR1523	Captura de carbono forestal en el ejido San Miguel Tenextepec	Forestry - MX	543.4	0	Project Submittal Form (hectares)
CAR1636	Captura de carbono forestal en el ejido San Pedro Jacuaro	Forestry - MX	349.5	0	Project Submittal Form (hectares)
CAR1445	Captura de carbono forestal en la Comunidad de RincÛn de Guadalupe	Forestry - MX	220.4	0	Project Submittal Form (hectares)
CAR1447	Captura de carbono forestal en la comunidad de San Miguel Tenextepec	Forestry - MX	343.2	0	Project Submittal Form (hectares)
CAR1449	Captura de carbono forestal en la comunidad de Santa MarÌa y sus Barrios	Forestry - MX	1236.8	0	Project Submittal Form (hectares)
CAR1638	Captura de carbono forestal en la Comunidad IndÌgena San Pedro Jacuaro	Forestry - MX	1436.3	0	Project Submittal Form (hectares)
CAR1635	Captura de carbono forestal en los Bienes Comunales de San Francisco Oxtotilpan	Forestry - MX	868.4	0	Project Submittal Form (hectares)
CAR1524	Captura de carbono forestal en los Bienes Comunales de San Miguel Ixtapan	Forestry - MX	907.6	0	Project Submittal Form (hectares)
CAR1525	Captura de carbono forestal en los Bienes Comunales de San Miguel Xoltepec	Forestry - MX	305.2	0	Project Submittal Form (hectares)
CAR1333	Captura de Carbono San Bartolo O2	Forestry - MX	1004.5	0	Project Submittal Form (hectares)
CAR1813	"Captura de Carbono Tlalcosahualt, Jalisco"	Forestry - MX	97.7	0	Project Submittal Form (hectares)
CAR1780	"Captura de Carbono, Ejido Emiliano Zapata en Sayula, Jalisco"	Forestry - MX	284.2	0	Project Submittal Form (hectares)
CAR1810	"Captura de Carbono, Ejido Juanacatl·n en Tapalpa, Jalisco"	Forestry - MX	2338.2	0	Project Submittal Form (hectares)
CAR1811	"Captura de Carbono, Salsipuedes en San Gabriel, Jalisco"	Forestry - MX	593.4	0	Project Submittal Form (hectares)
CAR1781	"Captura de Carbono, Sierra Mazati, Jalisco"	Forestry - MX	242.8	0	Project Submittal Form (hectares)
CAR1809	"Captura de Carbono, Tepec en Tapalpa, Jalisco"	Forestry - MX	683.9	0	Project Submittal Form (hectares)
CAR1731	Carbono Azul Playa Tortuga	Forestry - MX	995.2	0	Project Submittal Form (hectares)
CAR1630	Carbono Forestal Ejido Mascota	Forestry - MX	390.9	0	Project Submittal Form (hectares)
CAR1632	Carbono Forestal Ejido Navidad	Forestry - MX	722.5	0	Project Submittal Form (hectares)
CAR1633	Carbono Forestal Ejido RincÛn de Mirandilla	Forestry - MX	766.1	0	Project Submittal Form (hectares)
CAR1629	Carbono Forestal Ejido San Antonio de los Macedo	Forestry - MX	1072.1	0	Project Submittal Form (hectares)
CAR1631	Carbono Forestal Ejido Soyatan	Forestry - MX	653.8	0	Project Submittal Form (hectares)
CAR1859	Carbono Forestal La Catedral	Forestry - MX	2395	0	Project Submittal Form (hectares)
CAR1744	Carbono Forestal La NorteÒita	Forestry - MX	12244.6	0	Project Submittal Form (hectares)
CAR1850	Carbono Forestal Redondeados	Forestry - MX	54068	0	Project Submittal Form (hectares)
CAR1375	Carbono OtomÌ La Florida	Forestry - MX	1150.5	0	Project Submittal Form (hectares)
CAR1514	Carbono Petcacab	Forestry - MX	13001	0	Project Submittal Form (hectares); sum of 7 project areas
CAR1569	"Carbono, Agua y Biodiversidad IndÌgena Abejones"	Forestry - MX	1143.4	0	Project Submittal Form (hectares)
CAR1415	"Carbono, Agua y Biodiversidad IndÌgena Capul·lpam"	Forestry - MX	972.5	0	Project Submittal Form (hectares)
CAR1532	"Carbono, Agua y Biodiversidad IndÌgena Comaltepec"	Forestry - MX	3075.3	0	Project Submittal Form (hectares)
CAR1461	"Carbono, Agua y Biodiversidad IndÌgena Ixtl·n"	Forestry - MX	4942.9	0	Project Submittal Form (hectares)
CAR1531	"Carbono, Agua y Biodiversidad IndÌgena Jaltianguis"	Forestry - MX	1324.5	0	Project Submittal Form (hectares)
CAR1399	"Carbono, Agua y Biodiversidad IndÌgena La Trinidad"	Forestry - MX	777.3	0	Project Submittal Form (hectares)
CAR1443	"Carbono, Agua y Biodiversidad IndÌgena Maninaltepec"	Forestry - MX	2015.6	0	Project Submittal Form (hectares)
CAR1462	"Carbono, Agua y Biodiversidad IndÌgena Metaltepec"	Forestry - MX	2500	0	Project Submittal Form (hectares)
CAR1463	"Carbono, Agua y Biodiversidad IndÌgena PeÒoles"	Forestry - MX	5000	0	Project Submittal Form (hectares)
CAR1464	"Carbono, Agua y Biodiversidad IndÌgena San BartolomÈ"	Forestry - MX	3000	0	Project Submittal Form (hectares)
CAR1411	"Carbono, Agua y Biodiversidad IndÌgena XiacuÌ"	Forestry - MX	1566.8	0	Project Submittal Form (hectares)
CAR1599	Carlos A Madrazo	Forestry - MX	688	0	Project Submittal Form (hectares)
CAR1348	Chacalapa - ASRTulancingo	Forestry - MX	150.2	0	Project Submittal Form (hectares)
CAR1347	Cima de Togo - ASRTulancingo	Forestry - MX	402.7	0	Project Submittal Form (hectares)
CAR1573	Comunidad ChavarrÌa Nuevo	Forestry - MX	1602.3	0	Project Submittal Form (hectares)
CAR1648	Comunidad El Tarahumar y BajÌos del Tarahumar	Forestry - MX	25865.9	0	Project Submittal Form (hectares)
CAR1496	Comunidad Rio y Papudos	Forestry - MX	3578.9	0	Project Submittal Form (hectares); sum of 3 project areas
CAR1595	COMUNIDAD SANTA ANA	Forestry - MX	2591.8	0	Project Submittal Form (hectares); sum of 2 project areas
CAR1657	Comunidad Tutuaca	Forestry - MX	5331.5	0	Project Submittal Form (hectares)
CAR1664	CondueÒazgo Memelichi	Forestry - MX	6043.9	0	Project Submittal Form (hectares)
CAR1674	Conh˙as	Forestry - MX	47400	0	Project Submittal Form (hectares)
CAR1285	ConservaciÛn y Captura de Carbono Co2ltzingo	Forestry - MX	1466.3	0	Project Submittal Form (hectares)
CAR1576	Ejido 18 de Marzo	Forestry - MX	1250.7	0	Project Submittal Form (hectares)
CAR1542	Ejido Atopixco	Forestry - MX	655.4	0	Project Submittal Form (hectares)
CAR1659	Ejido Basaseachi	Forestry - MX	6245.2	0	Project Submittal Form (hectares)
CAR1615	Ejido Borbollones	Forestry - MX	1239.8	0	Project Submittal Form (hectares)
CAR1577	Ejido Chunhuhub	Forestry - MX	2871.3	0	Project Submittal Form (hectares)
CAR1435	Ejido Coatitila	Forestry - MX	129.7	0	Project Submittal Form (hectares)
CAR1658	Ejido Conoachi y Anexos	Forestry - MX	9529.8	0	Project Submittal Form (hectares)
CAR1437	Ejido El Agua de Los Pescados y sus Anexos	Forestry - MX	75.8	0	Project Submittal Form (hectares)
CAR1565	Ejido Forestal Chavarria Nuevo	Forestry - MX	5073	0	Project Submittal Form (hectares)
CAR1392	Ejido forestal Los Bancos	Forestry - MX	3024	0	Project Submittal Form (hectares)
CAR1608	Ejido Gavilanes	Forestry - MX	2499.6	0	Project Submittal Form (hectares)
CAR1661	Ejido Heredia y Anexos	Forestry - MX	6448.1	0	Project Submittal Form (hectares)
CAR1566	Ejido KM 120	Forestry - MX	7853.2	0	Project Submittal Form (hectares)
CAR1433	Ejido La Libertad	Forestry - MX	343.6	0	Project Submittal Form (hectares)
CAR1545	Ejido La Selva	Forestry - MX	2778.3	0	Project Submittal Form (hectares)
CAR1594	EJIDO LAS MILPAS Y ANEXOS	Forestry - MX	9994.4	0	Project Submittal Form (hectares); sum of 5 project areas
CAR1499	Ejido Las Vigas	Forestry - MX	1808.9	0	Project Submittal Form (hectares)
CAR1543	Ejido Malila	Forestry - MX	102.2	0	Project Submittal Form (hectares)
CAR1619	Ejido Nueva Vaqueria	Forestry - MX	625.9	0	Project Submittal Form (hectares)
CAR1617	Ejido Orilla del Monte	Forestry - MX	303	0	Project Submittal Form (hectares); sum of 2 project areas
CAR1596	EJIDO OSOS BRAVOS Y ANEXOS	Forestry - MX	1692.9	0	Project Submittal Form (hectares)
CAR1607	Ejido Piedras Negras	Forestry - MX	2521.9	0	Project Submittal Form (hectares)
CAR1606	Ejido Pozo Pirata	Forestry - MX	2499.4	0	Project Submittal Form (hectares)
CAR1497	Ejido Salto de Camellones	Forestry - MX	10318.4	0	Project Submittal Form (hectares); sum of 3 project areas
CAR1548	Ejido San Antonio de la Rinconada o Tlaltecahuacan	Forestry - MX	353	0	Project Submittal Form (hectares)
CAR1552	Ejido San MartÌn Cuautlalpan	Forestry - MX	2785.7	0	Project Submittal Form (hectares)
CAR1434	Ejido San Pedro Buenavista	Forestry - MX	56.9	0	Project Submittal Form (hectares)
CAR1432	Ejido sierra de Agua	Forestry - MX	369.9	0	Project Submittal Form (hectares)
CAR1618	Ejido Tembladeras	Forestry - MX	104.4	0	Project Submittal Form (hectares)
CAR1551	Ejido Tlalmanalco	Forestry - MX	2900.6	0	Project Submittal Form (hectares)
CAR1585	EJIDO TODOS SANTOS Y ANEXOS	Forestry - MX	4367.5	0	Project Submittal Form (hectares); sum of 3 project areas
CAR1500	Ejido Tonalaco	Forestry - MX	447.9	0	Project Submittal Form (hectares)
CAR1494	Ejido Topia	Forestry - MX	4394.8	0	Project Submittal Form (hectares); sum of 4 project areas
CAR1660	Ejido Tutuaca	Forestry - MX	17674.6	0	Project Submittal Form (hectares)
CAR1495	Ejido Valle de Topia	Forestry - MX	6411	0	Project Submittal Form (hectares); sum of 3 project areas
CAR1679	Ejido Verde 1 - C.I. Barrio San Miguel	Forestry - MX	535.5	0	Project Submittal Form (hectares); sum of 2 project areas
CAR1681	Ejido Verde 1 - C.I. Turicuaro	Forestry - MX	4012.39	0	Project Submittal Form (hectares); sum of 2 project areas
CAR1677	Ejido Verde 1 - Ejido La Cebadilla y Anexos	Forestry - MX	917.7	0	Project Submittal Form (hectares); sum of 2 project areas
CAR1678	Ejido Verde 1 - Mesa del Corte	Forestry - MX	389.7	0	Project Submittal Form (hectares); sum of 2 project areas
CAR1680	Ejido Verde 1 - San Jose de CaÒas	Forestry - MX	854.5	0	Project Submittal Form (hectares); sum of 2 project areas
CAR1544	Ejido Zacualtip·n	Forestry - MX	516.1	0	Project Submittal Form (hectares)
CAR1609	El Achiotal	Forestry - MX	1591.6	0	Project Submittal Form (hectares)
CAR1604	El Chichonal	Forestry - MX	1130	0	Project Submittal Form (hectares)
CAR1345	El Nopalillo - ASRTulancingo	Forestry - MX	201.2	0	Project Submittal Form (hectares)
CAR1350	El Ocote - ASRTulancingo	Forestry - MX	150.9	0	Project Submittal Form (hectares)
CAR1570	El Pir˙	Forestry - MX	2790	0	Project Submittal Form (hectares)
CAR1356	El Ventorrillo - ASRTulancingo	Forestry - MX	202.9	0	Project Submittal Form (hectares)
CAR1360	Emiliano Zapata - ASRTulancingo	Forestry - MX	153.1	0	Project Submittal Form (hectares)
CAR1004	Finite Carbon - Berry Summit	Improved Forest Management	855.1	0	Project Submittal Form (acres)
CAR658	Finite Carbon - Brosnan Forest	Improved Forest Management	5053.7	0	Project Submittal Form (acres)
CAR657	Finite Carbon - Farm Cove Community Forest Project	Improved Forest Management	8000.2	0	Project Submittal Form (acres)
CAR582	Finite Carbon - MWF Brimstone IFM Project I	Improved Forest Management	1967.2	0	2014 Verification Report (acres)
CAR672	Finite Carbon - NEFF	Improved Forest Management	866.4	0	Project Submittal Form (acres)
CAR648	Finite Carbon - Potlatch Moro Big Pine CE	Improved Forest Management	6445.8	0	Project Submittal Form (acres)
CAR780	Finite Carbon - Shannondale Tree Farm	Improved Forest Management	1633.7	0	Project Submittal Form (acres)
CAR645	Finite Carbon - The Forestland Group Champion Property	Improved Forest Management	41643.2	0	Project Submittal Form (acres)
CAR102	Garcia River Forest	Conservation-Based Forest Management	9623.8	0	Project Submittal Form (acres)
CAR749	Green Assets - Middleton Avoided Conversion	Avoided Conversion	1510.3	0	Project Submittal Form (acres)
CAR1484	"Guadalupe Zaj˙, Chanjul, San Antonio Chicharras"	Forestry - MX	275	0	Project Submittal Form (hectares)
CAR660	Gualala River Forest	Improved Forest Management	5593.2	0	Project Submittal Form (acres)
CAR681	Howland Research Forest	Improved Forest Management	221.4	0	Project Submittal Form (acres)
CAR1353	Hueyapan - ASRTulancingo	Forestry - MX	99.1	0	Project Submittal Form (hectares)
CAR1600	Ing. Eugenio Echeverria Castellot N∞ 2	Forestry - MX	2001	0	Project Submittal Form (hectares)
CAR1366	Ixtula y Sembo - ASRTulancingo	Forestry - MX	49.8	0	Project Submittal Form (hectares)
CAR646	Katahdin Iron Works Ecological Reserve	Improved Forest Management	3657.1	0	Project Design Document (acres)
CAR1355	La Estancia - ASRTulancingo	Forestry - MX	141.4	0	Project Submittal Form (hectares)
CAR1485	La Gloria de Gante	Forestry - MX	38.6	0	Project Submittal Form (hectares)
CAR1568	Laguna Om	Forestry - MX	38096.9	0	Project Submittal Form (hectares)
CAR1354	Las Puentes y Anexos - ASRTulancingo	Forestry - MX	294.1	0	Project Submittal Form (hectares)
CAR590	Lompico Forest Carbon Project	Improved Forest Management	115.3	0	Project Submittal Form (acres)
CAR1361	Los Romeros - ASRTulancingo	Forestry - MX	201.7	0	Project Submittal Form (hectares)
CAR694	Lucchesi Tract	Improved Forest Management	130.3	0	Project Submittal Form (acres)
CAR1428	Manglares San Crisanto	Forestry - MX	850	0	Project Submittal Form (hectares)
CAR1429	Manglares Ursulo Galvan	Forestry - MX	930	0	Project Submittal Form (hectares)
CAR429	McCloud River	Conservation-Based Forest Management	3723.1	0	Project Submittal Form (acres)
CAR1616	Mississippi River Islands Forest Conservation Project	Avoided Conversion	1720.7	0	Project Submittal Form (acres)
CAR1603	N.C.P.E. Benito Ju·rez	Forestry - MX	926	0	Project Submittal Form (hectares)
CAR1601	N.C.P.E. Dos Lagunas	Forestry - MX	3680	0	Project Submittal Form (hectares)
CAR1602	N.C.P.E. ValentÌn GÛmez FarÌas	Forestry - MX	929	0	Project Submittal Form (hectares)
CAR1567	NCPE Centauro del Norte	Forestry - MX	5153.7	0	Project Submittal Form (hectares)
CAR688	Noles North Avoided Conversion Forest Project	Avoided Conversion	114.1	0	Project Submittal Form (acres)
CAR802	Noles South Avoided Conversion Forest Project	Avoided Conversion	131.5	0	Project Submittal Form (acres)
CAR1537	P. P. El PelÛn	Forestry - MX	690	0	Project Submittal Form (hectares)
CAR1535	P. P. La PinziÛn	Forestry - MX	58.8	0	Project Submittal Form (hectares)
CAR1536	P. P. PeÒa del gato	Forestry - MX	73.3	0	Project Submittal Form (hectares)
CAR1538	P.P. El ·guila	Forestry - MX	41.6	0	Project Submittal Form (hectares)
CAR1539	P.P. El Tecolote	Forestry - MX	496.2	0	Project Submittal Form (hectares)
CAR1540	P.P. Estancia Borrotes	Forestry - MX	21.6	0	Project Submittal Form (hectares)
CAR676	Pocosin Lakes Forest Conservation Project	Avoided Conversion	759.2	0	Project Submittal Form (acres)
CAR1440	Predio Las CaÒadas	Forestry - MX	266.4	0	Project Submittal Form (hectares)
CAR1438	Predio Las Piedras	Forestry - MX	34.5	0	Project Submittal Form (hectares)
CAR1597	PREDIO RUSTICO DENOMINADO ZALEAS	Forestry - MX	348.9	0	Project Submittal Form (hectares)
CAR1737	ProCarbono: Ejido El RincÛn	Forestry - MX	5125.1	0	Project Submittal Form (hectares)
CAR1884	ProCarbono: Ejido Laguna de la Chaparra	Forestry - MX	8706.1	0	Project Submittal Form (hectares)
CAR1735	ProCarbono: Ejido Las Hacienditas y Anexos	Forestry - MX	5062.5	0	Project Submittal Form (hectares)
CAR1675	ProCarbono: Ejido Quebrada de Cebollas	Forestry - MX	14045.8	0	"Project Submittal Form (hectares); note: project area was slightly smaller than area of activity; so, the smaller number was used assuming they were reversed"
CAR1736	ProCarbono: Ejido Silvestre Revueltas	Forestry - MX	5717.8	0	Project Submittal Form (hectares)
CAR1704	ProCarbono: Ejios Los Altares	Forestry - MX	18840.8	0	Project Submittal Form (hectares)
CAR1306	"Proyecto Carbono Forestal, Ejido San Nicol·s Totolapan, CDMX"	Forestry - MX	1462.7	0	Project Submittal Form (hectares)
CAR1643	Proyecto de Captura de Carbono Forestal Ejido Babureachi	Forestry - MX	968.8	0	Project Submittal Form (hectares)
CAR1644	Proyecto de Captura de Carbono Forestal Ejido Bocoyna	Forestry - MX	4535.6	0	Project Submittal Form (hectares)
CAR1642	Proyecto de Captura de Carbono Forestal Ejido San Ignacio de Arareco	Forestry - MX	18036.5	0	Project Submittal Form (hectares)
CAR1645	Proyecto de Captura de Carbono Forestal Ejido Talayotes	Forestry - MX	5720.6	0	Project Submittal Form (hectares)
CAR1377	Proyecto de Captura de Carbono Forestal en Bienes Comunales de Santiago Tlacotepec	Forestry - MX	2000	0	Project Submittal Form (hectares)
CAR1829	Proyecto Forestal de Captura de Carbono Comunidad San JerÛnimo Coatl·n	Forestry - MX	35919.6	0	Project Submittal Form (hectares)
CAR1621	Proyecto Forestal de Captura de Carbono del Ejido 20 de Noviembre	Forestry - MX	5711.26	0	Project Submittal Form (hectares)
CAR1622	Proyecto Forestal de Captura de Carbono del Ejido ¡lvaro ObregÛn	Forestry - MX	9938.5	0	Project Submittal Form (hectares)
CAR1623	Proyecto Forestal de Captura de Carbono del Ejido Xmejia	Forestry - MX	9768.9	0	Project Submittal Form (hectares)
CAR1852	Proyecto Forestal de Captura de Carbono Ejido El Tule y Portugal	Forestry - MX	7857.5	0	Project Submittal Form (hectares)
CAR1853	Proyecto Forestal de Captura de Carbono Ejido Llano Blanco	Forestry - MX	13567.6	0	Project Submittal Form (hectares)
CAR1941	Proyecto Forestal de Carbono Comunidad San Bernardino de Milipillas Chico	Forestry - MX	145346.5	0	Project Submittal Form (hectares)
CAR1506	Proyecto forestal de carbono del Ejido L·zaro C·rdenas N˙mero 2	Forestry - MX	331.1	0	Project Submittal Form (hectares)
