paperid	authors	year	title	journal	vol	num	pages	article_num	doi	region	country_area	trop_sub	hab_gen	substrate	substrate2	mammals	birds	reptiles	amphibians	fish	invertebrates	plants	fungi	protists	prokaryotes	impact	method	markers	numregions	numsamp	numsamp_notes	summary	lat_approx	lon_approx	geo_notes	data_share	raw_data_archive	procdata_archive
eDNA232	D. Modi; S. Simard; J. Berube; L. Lavkulich; R. Hamelin; S. J. Grayston	2020	Long-term effects of stump removal and tree species composition on the diversity and structure of soil fungal communities	Fems Microbiology Ecology	96	5	12	fiaa061	10.1093/femsec/fiaa061	North America	Canada	0	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS1	1	138		impact of stump removal on fungal communities	50.8	-119.433333		1	NCBI	N
eDNA233	A. Mondino; J. Crovadore; F. Lefort; S. Ursenbacher	2022	"Impact of invading species on biodiversity: Diet study of the green whip snake's (Hierophis viridiflavus, L. 1789) in Switzerland"	Global Ecology and Conservation	38		11	e02239	10.1016/j.gecco.2022.e02239	Europe	Switzerland	0	other terrestrial	organism diet	reptiles	1	0	1	0	0	0	0	0	0	0	invasive species	DNA metabarcoding	COI (4 markers)	1	94		"impact of invasive snake on native fauna inferred from diet (also detected, but were not interested in, arthropods, nematodes, etc.)"	46.3	7		1	NCBI	N
eDNA234	R. J. Moorhouse-Gann; I. P. Vaughan; N. C. Cole; M. Goder; V. Tatayah; C. G. Jones; D. Mike; R. P. Young; M. W. Bruford; M. C. Rivers; H. Hipperson; I. R. M. Russo; D. W. G. Stanton; W. O. C. Symondson	2022	Impacts of herbivory by ecological replacements on an island ecosystem	Journal of Applied Ecology	59	9	2245-2261		10.1111/1365-2664.14096	Oceania	Mauritius	1	other terrestrial	organism diet	reptiles	0	0	0	0	0	0	1	0	0	0	invasive species	DNA metabarcoding	ITS2	1	282		impact of introduced tortise to vegetation (and other herbivores) on an island in Mauritius	-19.849348	57.787359		1	NCBI	Dryad
eDNA235	G. A. M. Moreira; E. C. C. Pires; C. C. Barreto; H. M. M. do Vale	2020	Total fungi and yeast distribution in soils over native and modified vegetation in central Brazil	Revista Brasileira De Ciencia Do Solo	44		19	e0200097	10.36783/18069657rbcs20200097	South America	Brazil	1	other terrestrial	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	48		impact of mining disturbance on soil fungi (compared revegetated mines to natural forest)	-19.861503	-43.802194		1	NCBI	N
eDNA236	A. Mortagua; V. Vasselon; R. Oliveira; C. Elias; C. Chardon; A. Bouchez; F. Rimet; M. J. Feio; S. F. P. Almeida	2019	Applicability of DNA metabarcoding approach in the bioassessment of Portuguese rivers using diatoms	Ecological Indicators	106		10	105470	10.1016/j.ecolind.2019.105470	Europe	Portugal	0	freshwater	surface scrape		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	rbcL	1	88		impact of water quality on diatoms (compared metabarcoding to morphological index)	40.812881	-8.285419		0	N	N
eDNA237	T. P. Muha; D. Rodriguez-Barreto; R. O'Rorke; C. G. de Leaniz; S. Consuegra	2021	Using eDNA Metabarcoding to Monitor Changes in Fish Community Composition After Barrier Removal	Frontiers in Ecology and Evolution	9		8	629217	10.3389/fevo.2021.629217	Europe	UK	0	freshwater	water		0	0	0	0	1	0	0	0	0	0	movement barrier	DNA metabarcoding	12S	1	18		impact of weir removal on fish communities upstream and downstream	52.254459	-2.8075		1	NCBI	N
eDNA238	Y. E. Navarro-Noya; N. Montoya-Ciriaco; L. C. Munoz-Arenas; S. Hereira-Pacheco; A. Estrada-Torres; L. Dendooven	2021	Conversion of a High-Altitude Temperate Forest for Agriculture Reduced Alpha and Beta Diversity of the Soil Fungal Communities as Revealed by a Metabarcoding Analysis	Frontiers in Microbiology	12		12	667566	10.3389/fmicb.2021.667566	Central America	Mexico	1	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	SSU	1	45		"impact of land use (cultivated, pasture, forest) on fungal diversity"	19.10875	-99.754917		1	NCBI	N
eDNA239	P. N. Nguyen; S. M. Rehan	2022	The effects of urban land use gradients on wild bee microbiomes	Frontiers in Microbiology	13		15	992660	10.3389/fmicb.2022.992660	North America	Canada	0	other terrestrial	organism microbiome	invertebrates	0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS1	2	58		impact of urban land use intensity on bee microbiomes	43.6532	-79.3832		1	NCBI	Supplement
eDNA240	C. D. Nolorbe-Payahua; A. S. de Freitas; L. F. W. Roesch; J. Zanette	2020	Environmental contamination alters the intestinal microbial community of the livebearer killifish Phalloceros caudimaculatus	Heliyon	6	6	9	e04190	10.1016/j.heliyon.2020.e04190	South America	Brazil	1	freshwater	organism microbiome	fish	0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	40		impact of pollution on fish bacterial microbiome	-32.049022	-52.085272		0	N	N
eDNA241	N. F. Nunez; L. Maggia; P. L. Stenger; M. Lelievre; K. Letellier; S. Gigante; A. Manez; P. Mournet; J. Ripoll; F. Carriconde	2021	Potential of high-throughput eDNA sequencing of soil fungi and bacteria for monitoring ecological restoration in ultramafic substrates: The case study of the New Caledonian biodiversity hotspot	Ecological Engineering	173		15	106416	10.1016/j.ecoleng.2021.106416	Oceania	New Caledonia	1	forest	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	124		impact of reforestation on soil bacterial and fungal communities	-22.270556	166.962222		1	NCBI	N
eDNA242	S. C. M. Orzechowski; P. C. Frederick; R. M. Dorazio; M. E. Hunter	2019	Environmental DNA sampling reveals high occupancy rates of invasive Burmese pythons at wading bird breeding aggregations in the central Everglades	Plos One	14	4	18	e0213943	10.1371/journal.pone.0213943	North America	USA	1	grassland	water		0	0	1	0	0	0	0	0	0	0	invasive species	ddPCR (DNA)			265		impact of Burmese python on wading birds inferred from qPCR detections of the snake in wading bird colonies	25.989444	-80.654444		1	USGS ScienceBase	USGS ScienceBase
eDNA243	S. Ozaki; C. Fritsch; B. Valot; F. Mora; T. Cornier; R. Scheifler; F. Raoul	2018	Does pollution influence small mammal diet in the field? A metabarcoding approach in a generalist consumer	Molecular Ecology	27	18	3700-3713		10.1111/mec.14823	Europe	France	0	other terrestrial	organism diet	mammals	0	0	0	0	0	1	1	0	0	0	pollution	DNA metabarcoding	trnL; 16S	2	246		impact of smelting pollution on rodent diets (plants and invertebrates)	50.418038	2.991354		1	dat@UBFC	dat@UBFC
eDNA244	J. Pansu; C. Giguet-Covex; G. F. Ficetola; L. Gielly; F. Boyer; L. Zinger; F. Arnaud; J. Poulenard; P. Taberlet; P. Choler	2015	Reconstructing long-term human impacts on plant communities: an ecological approach based on lake sediment DNA	Molecular Ecology	24	7	1485-1498		10.1111/mec.13136	Europe	France	0	other terrestrial	sediment		0	0	0	0	0	0	1	0	0	0	invasive species	DNA metabarcoding	trnL	1	47		impact of cattle and sheep grazing on plant communities over time (metabarcoded lake sediment layers)	45.991268	6.797784		1	Dryad	Dryad
eDNA245	J. Pansu; R. C. Winkworth; F. Hennion; L. Gielly; P. Taberlet; P. Choler	2015	Long-lasting modification of soil fungal diversity associated with the introduction of rabbits to a remote sub-Antarctic archipelago	Biology Letters	11	9	5	20150408	10.1098/rsbl.2015.0408	Oceania	French Southern and Antarctic Lands	0	other terrestrial	sediment		0	0	0	0	0	0	1	1	0	0	invasive species	DNA metabarcoding	trnL; ITS1	2	16		impact of introduced rabbits on plants and fungi	-49.445726	69.776398		1	Dryad	Dryad
eDNA246	J. Pawlowski; P. Esling; F. Lejzerowicz; T. Cedhagen; T. A. Wilding	2014	Environmental monitoring through protist next-generation sequencing metabarcoding: assessing the impact of fish farming on benthic foraminifera communities	Molecular Ecology Resources	14	6	1129-1140		10.1111/1755-0998.12261	Europe	UK	0	marine	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA/RNA metabar.	18S	1	45		impact of fish farms on benthic foraminifera	56.413825	-5.469839		1	NCBI	Dryad
eDNA247	J. Pawlowski; P. Esling; F. Lejzerowicz; T. Cordier; J. A. Visco; C. I. M. Martins; A. Kvalvik; K. Staven; T. Cedhagen	2016	Benthic monitoring of salmon farms in Norway using foraminiferal metabarcoding	Aquaculture Environment Interactions	8		371-386		10.3354/aei00182	Europe	Norway	0	marine	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA/RNA metabar.	18S	1	142		impact of fish farms on benthic foraminifera	62.243216	5.516845		1	NCBI	N
eDNA250	S. D. Peddle; A. Bissett; R. J. Borrett; P. Bullock; M. G. Gardner; C. Liddicoat; M. Tibbett; M. F. Breed; S. L. Krauss	2023	Soil DNA chronosequence analysis shows bacterial community re-assembly following post-mining forest rehabilitation	Restoration Ecology			13	e13706	10.1111/rec.13706	Oceania	Australia	1	other terrestrial	sediment		0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	50		impact of forest restoration at a former mine site on soil bacterial communities	-32.860316	116.436084		0	N	N
eDNA251	P. M. Pedro; R. Piper; P. B. Neto; L. Cullen; M. Dropa; R. Lorencao; M. H. Matte; T. C. Rech; M. O. Rufato; M. Silva; D. T. Turati	2017	Metabarcoding Analyses Enable Differentiation of Both Interspecific Assemblages and Intraspecific Divergence in Habitats With Differing Management Practices	Environmental Entomology	46	6	1381-1389		10.1093/ee/nvx166	South America	Brazil	1	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	12		impact of stand management practices on arthropod diversity in coffee farms	-21.5875	-46.600556		1	NCBI	N
eDNA252	Z. E. Perelman; M. K. Takahashi; E. L. Hundermark; C. Parenzan	2021	"An eDNA-based Assessment of the Impact of a 207,000-liter Gasoline Spill on Local Populations of Eastern Hellbenders (Cryptobranchus alleganiensis alleganiensis), an Imperiled Giant Salamander"	Northeastern Naturalist	28	4	484-496			North America	USA	0	freshwater	water		0	0	0	1	0	0	0	0	0	0	pollution	qPCR (DNA)	NA		9		impact of gasoline spill on eastern hellbender persistence	41.116232	-78.053075	rough estimate within central PA	0	N	N
eDNA253	B. Peters; A. Keller; S. D. Leonhardt	2022	Diets maintained in a changing world: Does land-use intensification alter wild bee communities by selecting for flexible generalists?	Ecology and Evolution	12	5	13	e8919	10.1002/ece3.8919	Europe	Germany	0	grassland	organism diet	invertebrates	0	0	0	0	0	0	1	0	0	0	habitat structure	DNA metabarcoding	ITS2	1	150		impact of land use intensity on bee pollen diet	48.397096	9.38496	3 very distant areas of Germany.	1	N	BEXIS
eDNA254	N. Pineiro-Juncal; J. Kaal; J. C. F. Moreira; A. M. Cortizas; M. R. Lambais; X. L. Otero; M. A. Mateo	2021	Cover loss in a seagrass Posidonia oceanica meadow accelerates soil organic matter turnover and alters soil prokaryotic communities	Organic Geochemistry	151		13	104140	10.1016/j.orggeochem.2020.104140	Europe	Spain	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	3		impact of seagrass cover loss on benthic bacterial diversity	42.292047	3.289542		1	NCBI	Supplement
eDNA255	X. Pochon; S. A. Wood; N. B. Keeley; F. Lejzerowicz; P. Esling; J. Drew; J. Pawlowski	2015	Accurate assessment of the impact of salmon farming on benthic sediment enrichment using foraminiferal metabarcoding	Marine Pollution Bulletin	100	1	370-382		10.1016/j.marpolbul.2015.08.022	Oceania	New Zealand	0	marine	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA/RNA metabar.	18S	1	48		impact of salmon farming on benthic foraminifera	-41.233629	174.157929		1	NCBI	N
eDNA256	A. Polanco; C. Waldock; T. Keggin; V. Marques; R. Rozanski; A. Valentini; T. Dejean; S. Manel; M. Vermeij; C. Albouy; L. Pellissier	2022	Ecological indices from environmental DNA to contrast coastal reefs under different anthropogenic pressures	Ecology and Evolution	12	8	16	e9212	10.1002/ece3.9212	Caribbean	Curacao	1	marine	water		0	0	0	0	1	0	0	0	0	0	pollution	DNA metabarcoding	12S	1	20		impact of surrounding land use on coral reef fish	12.132415	-68.982675		1	N	Figshare
eDNA257	M. M. Rahman; A. Burian; T. J. Creedy; A. P. Vogler	2022	DNA-based assessment of environmental degradation in an unknown fauna: The freshwater macroinvertebrates of the Indo-Burmese hotspot	Journal of Applied Ecology	59	6	1644-1658		10.1111/1365-2664.14174	Asia	Bangladesh	1	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	80		"impact of anthropogenic stressors (land use, fishing, recreation) on aquatic macroinvertebrates"	21.830663	92.302233		1	N	Dryad
eDNA258	M. V. Rao; R. A. Rice; R. C. Fleischer; C. R. Muletz-Wolz	2020	Soil fungal communities differ between shaded and sun-intensive coffee plantations in El Salvador	Plos One	15	4	19	e0231875	10.1371/journal.pone.0231875	Central America	El Salvador	1	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	71		"impact of coffee management (sun, shade, forest) on soil fungi"	13.807583	-89.59925		1	NCBI	Figshare
eDNA259	F. Reis; P. Soares-Castro; D. Costa; R. M. Tavares; P. Baptista; P. M. Santos; T. Lino-Neto	2019	Climatic impacts on the bacterial community profiles of cork oak soils	Applied Soil Ecology	143		89-97		10.1016/j.apsoil.2019.05.031	Europe	Portugal	0	forest	sediment		0	0	0	0	0	0	0	0	0	1	temperature	DNA metabarcoding	16S	1	105		impact of temperature and moisture on soil bacterial communities in cork oak stands	39.461389	-9.045278	3 distant sites in Portugal	1	NCBI	Supplement
eDNA260	C. V. Robinson; T. M. Porter; V. C. Maitland; M. T. G. Wright; M. Hajibabaei	2022	"Multi-marker metabarcoding resolves subtle variations in freshwater condition: Bioindicators, ecological traits, and trophic interactions"	Ecological Indicators	145		13	109603	10.1016/j.ecolind.2022.109603	North America	Canada	0	freshwater	whole organism		0	0	0	0	0	1	0	0	1	0	pollution	DNA metabarcoding	COI (2 markers); rbcL (5 markers)	2	NA		impact of water quality on aquatic macroinvertebrates and diatoms	43.472763	-80.552565		1	NCBI	GitHub
eDNA261	C. V. Robinson; T. M. Porter; K. M. McGee; M. McCusker; M. T. G. Wright; M. Hajibabaei	2022	Multi-marker DNA metabarcoding detects suites of environmental gradients from an urban harbour	Scientific Reports	12	1	12	10556	10.1038/s41598-022-13262-6	North America	Canada	0	freshwater	water + sediment		0	0	0	0	0	1	0	0	1	0	pollution	DNA metabarcoding	COI; 18S	2	75		impact of water quality on macroinvertebrates and protists (compared to morphological index)	43.633563	-79.371399		1	NCBI	GitHub
eDNA262	O. Rohl; N. Graupner; D. Persoh; M. Kemler; M. Mittelbach; J. Boenigk; D. Begerow	2018	Flooding Duration Affects the Structure of Terrestrial and Aquatic Microbial Eukaryotic Communities	Microbial Ecology	75	4	875-887		10.1007/s00248-017-1085-9	Europe	Germany	0	freshwater	water + sediment		0	0	0	0	0	0	0	1	1	0	habitat structure	DNA metabarcoding	SSU; ITS1	2	108		impact of flooding on eukaryotic microbes in riparian soil and water	51.792333	7.425167		1	ENA	N
eDNA263	L. H. Rosa; T. H. da Silva; M. B. Ogaki; O. H. B. Pinto; M. Stech; P. Convey; M. Carvalho-Silva; C. A. Rosa; P. Camara	2020	"DNA metabarcoding uncovers fungal diversity in soils of protected and non-protected areas on Deception Island, Antarctica"	Scientific Reports	10	1	9	21986	10.1038/s41598-020-78934-7	Antarctica	Antarctica	0	other terrestrial	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	14		impact of tourism and human traffic on soil fungi (compared protected and non-protected areas)	-62.944881	-60.581241		0	N	N
eDNA264	G. M. Ross; S. Horn; C. A. Macdonald; J. R. Powell; J. K. Reynolds; M. M. Ryan; J. M. Cook; U. N. Nielsen	2020	Metabarcoding mites: Three years of elevated CO2 has no effect on oribatid assemblages in a Eucalyptus woodland	Pedobiologia	81-82		8	150667	10.1016/j.pedobi.2020.150667	Oceania	Australia	1	forest	whole organism		0	0	0	0	0	1	0	0	0	0	nutrients	DNA metabarcoding	COI	1	96		impact of elevated CO2 concentrations on soil mites	-33.616389	150.738056		1	NCBI	N
eDNA265	C. Sannino; N. Cannone; F. D'Alo; A. Franzetti; I. Gandolfi; F. Pittino; B. Turchetti; A. Mezzasoma; L. Zucconi; P. Buzzini; M. Guglielmin; S. Onofri	2022	Fungal communities in European alpine soils are not affected by short-term in situ simulated warming than bacterial communities	Environmental Microbiology	24	9	4178-4192		10.1111/1462-2920.16090	Europe	Italy	0	grassland	sediment		0	0	0	0	0	0	0	1	0	1	temperature	DNA metabarcoding	16S; ITS1	2	36		impact of elevated temperatures on soil bacteria and fungi	46.528639	10.453111		1	ENA	N
eDNA266	S. J. Sapsford; T. Paap; G. E. S. Hardy; T. I. Burgess	2021	Anthropogenic Disturbance Impacts Mycorrhizal Communities and Abiotic Soil Properties: Implications for an Endemic Forest Disease	Frontiers in Forests and Global Change	3		12	593243	10.3389/ffgc.2020.593243	Oceania	Australia	1	forest	organism microbiome	plants	0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	255		impact of forest fragmentation on mycorhizae of a tree species (root sample)	-33.753848	115.780098		1	N	Dryad
eDNA267	S. Sarkar; A. Kamke; K. Ward; A. K. Rudick; S. G. Baer; Q. H. Ran; B. Feehan; S. Thapa; L. Anderson; M. Galliart; A. Jumpponen; L. Johnson; S. T. M. Lee	2022	Bacterial but Not Fungal Rhizosphere Community Composition Differ among Perennial Grass Ecotypes under Abiotic Environmental Stress	Microbiology Spectrum	10	3	14		10.1128/spectrum.02391-21	North America	USA	0	other terrestrial	organism microbiome	plants	0	0	0	0	0	0	0	1	0	1	nutrients	DNA metabarcoding	ITS2; 16S	2	95		impact of soil moisture on bacterial and fungal root associates (root sample)	39.383333	-101.066667		1	NCBI	Figshare
eDNA268	J. Schenk; S. Hoss; M. Brinke; N. Kleinbolting; H. Bruchner-Huttemann; W. Traunspurger	2020	Nematodes as bioindicators of polluted sediments using metabarcoding and microscopic taxonomy	Environment International	143		10	105922	10.1016/j.envint.2020.105922	Europe	Germany	0	freshwater	sediment		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI; 18S	2	35		impact of water quality on nematodes in river sediment	53.015733	10.0829	Sites all over Germany	1	NCBI	Data in Brief
eDNA269	N. M. Schmidt; J. B. Mosbacher; B. Eitzinger; E. J. Vesterinen; T. Roslin	2018	High resistance towards herbivore-induced habitat change in a high Arctic arthropod community	Biology Letters	14	5	5	20180054	10.1098/rsbl.2018.0054	North America	Greenland	0	grassland	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding		NA	30		impact of musk ox grazing on grassland soil arthropods	74.466667	-20.566667		1	N	Dryad
eDNA270	P. A. Schmidt; I. Schmitt; J. Otte; C. Bandow; J. Rombke; M. Balint; G. Rolshausen	2018	Season-Long Experimental Drought Alters Fungal Community Composition but Not Diversity in a Grassland Soil	Microbial Ecology	75	2	468-478		10.1007/s00248-017-1047-2	Europe	Germany	0	grassland	sediment		0	0	0	0	0	0	0	1	0	0	nutrients	DNA metabarcoding	ITS2	1	36		impact of soil moisture on soil fungi	50.007356	8.399584		0	N	N
eDNA271	G. Schwob; M. Roy; S. Manzi; T. Pommier; M. P. Fernandez	2017	Green alder (Alnus viridis) encroachment shapes microbial communities in subalpine soils and impacts its bacterial or fungal symbionts differently	Environmental Microbiology	19	8	3235-3250		10.1111/1462-2920.13818	Europe	France	0	forest	sediment + organism microbiome	plants	0	0	0	0	0	0	0	1	0	1	invasive species	DNA metabarcoding	16S; nifH; amoA; ITS1	4	18		impact of alder encroachment on soil bacteria and fungi and root mycorhizae	45.438056	6.777778		1	ENA	N
eDNA272	T. A. Semenova-Nelsen; W. J. Platt; T. R. Patterson; J. Huffman; B. A. Sikes	2019	Frequent fire reorganizes fungal communities and slows decomposition across a heterogeneous pine savanna landscape	New Phytologist	224	2	916-927		10.1111/nph.16096	North America	USA	1	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	60		impact of fire and tree proximity on fungal communities in long-leaf pine forests	30.75	-84		1	NCBI	N
eDNA273	J. M. Serrana; B. Li; T. Sumi; Y. Takemon; K. Watanabe	2022	Implications of taxonomic and numerical resolution on DNA metabarcoding-based inference of benthic macroinvertebrate responses to river restoration	Ecological Indicators	135		13	108508	10.1016/j.ecolind.2021.108508	North America	USA	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	24		impact of water flow and gravel bars downsream of a dam on macroinvertebrates	40.724304	-122.802522		1	NCBI	Figshare
eDNA274	J. M. Serrana; S. Yaegashi; S. Kondoh; B. Li; C. T. Robinson; K. Watanabe	2018	Ecological influence of sediment bypass tunnels on macroinvertebrates in dam-fragmented rivers by DNA metabarcoding	Scientific Reports	8		10	10185	10.1038/s41598-018-28624-2	Europe	Switzerland	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	16		impact of dams and sediment bypass tunnels on river macroinvertebrates	46.714783	8.610683		0	N	N
eDNA275	L. L. Shi; G. G. O. Dossa; E. Paudel; H. D. Zang; J. C. Xu; R. D. Harrison	2019	Changes in Fungal Communities across a Forest Disturbance Gradient	Applied and Environmental Microbiology	85	12	11	e00080-19	10.1128/aem.00080-19	Asia	China	1	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS1	1	56		impact of deforestation and forest degradation on soil fungi	21.49463	100.50934		1	NCBI	N
eDNA276	R. Siano; M. Lassudrie; P. Cuzin; N. Briant; V. Loizeau; S. Schmidt; A. Ehrhold; K. N. Mertens; C. Lambert; L. Quintric; C. Noel; M. Latimier; J. Quere; P. Durand; A. Penaud	2021	Sediment archives reveal irreversible shifts in plankton communities after World War II and agricultural pollution	Current Biology	31	12	2682-+		10.1016/j.cub.2021.03.079	Europe	France	0	marine	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	18S (2 markers)	1	95		impact of historical pollution on phytoplankton communities based on DNA in sedimentary layers	48.36144	-4.473363		1	NCBI	N
eDNA277	T. A. D. Silva; M. de Paula; W. S. Silva; G. A. Lacorte	2022	Can moderate heavy metal soil contaminations due to cement production influence the surrounding soil bacterial communities?	Ecotoxicology	31	1	134-148		10.1007/s10646-021-02494-3	South America	Brazil	1	other terrestrial	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	22		impact of pollution due to cement production on soil bacteria	-20.323333	-45.582222		1	NCBI	N
eDNA278	M. Simonin; J. D. Rocca; J. R. Gerson; E. Moore; A. C. Brooks; L. Czaplicki; M. R. V. Ross; N. Fierer; J. M. Craine; E. S. Bernhardt	2021	Consistent declines in aquatic biodiversity across diverse domains of life in rivers impacted by surface coal mining	Ecological Applications	31	6	16	e02389	10.1002/eap.2389	North America	USA	0	freshwater	water		0	0	0	0	1	1	0	1	1	1	pollution	DNA metabarcoding	16S; 23S; 18S; COI; 12S	5	93		"impact of mine pollution on freshwater bacteria, algae, fungi, protists, invertebrates, and fish"	37.893423	-81.839609		1	ENA	N
eDNA280	D. Singh; J. W. F. Slik; Y. S. Jeon; K. W. Tomlinson; X. D. Yang; J. Wang; D. Kerfahi; D. L. Porazinska; J. M. Adams	2019	Tropical forest conversion to rubber plantation affects soil micro- & mesofaunal community & diversity	Scientific Reports	9		13	5893	10.1038/s41598-019-42333-4	Asia	China	1	forest	sediment		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	18S	1	56		impact of convertsion to rubber plantation on tropical forest soil invertebrates	21.931803	101.252499		1	Figshare	N
eDNA281	L. Sire; P. S. Yanez; C. Wang; A. Bezier; B. Courtial; J. Cours; D. Fontaneto; L. Larrieu; C. Bouget; S. Thorn; J. Muller; D. W. Yu; M. T. Monaghan; E. A. Herniou; C. Lopez-Vaamonde	2022	Climate-induced forest dieback drives compositional changes in insect communities that are more pronounced for rare species	Communications Biology	5	1	17	57	10.1038/s42003-021-02968-4	Europe	France	0	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	221		impact of tree dieback and salvage logging on flying insect diversity (malaise traps)	42.879281	1.97484998		1	NCBI	Figshare + Zenodo
eDNA282	E. Smenderovac; C. Emilson; T. Porter; D. Morris; P. Hazlett; A. Diochon; N. Basiliko; N. Belanger; J. Markham; P. M. Rutherford; K. van Rees; T. Jones; L. Venier	2022	Forest soil biotic communities show few responses to wood ash applications at multiple sites across Canada	Scientific Reports	12	1	13	4171	10.1038/s41598-022-07670-x	North America	Canada	0	forest	sediment		0	0	0	0	0	1	0	1	1	1	nutrients	DNA metabarcoding	COI; 18S (2 markers); 16S; ITS2	4	20		"impact of adding wood ash to bacteria, fungi, invertebrates, and microeukaryotes"	52.5	-100		1	NCBI	GitHub
eDNA283	E. Smenderovac; J. Hoage; T. M. Porter; C. Emilson; R. Fleming; N. Basiliko; M. Hajibabei; D. Morris; L. Venier	2023	"Boreal forest soil biotic communities are affected by harvesting, site preparation with no additional effects of higher biomass removal 5 years post-harvest"	Forest Ecology and Management	528		15	120636	10.1016/j.foreco.2022.120636	North America	Canada	0	forest	sediment		0	0	0	0	0	1	0	1	1	1	habitat structure	DNA metabarcoding	COI; 18S; 16S; ITS2	4	25		"impact of logging and site preparation on soil bacteria, fungi, invertebrates, and microeukaryotes"	47.7	-83.6		1	N	GitHub
eDNA284	M. E. Smith; T. R. Cavagnaro; M. J. Christmas; L. M. Pound; J. M. Facelli	2021	"Site preparation impacts on soil biotic and abiotic properties, weed control, and native grass establishment"	Restoration Ecology	29	1	11		10.1111/rec.13297	Oceania	Australia	1	grassland	sediment		0	0	0	0	0	0	0	0	0	1	habitat structure + nutrients	DNA metabarcoding	16S	1	24		"impact of topsoil removal, slash addition, and C addition on soil bacteria"	-34.628	138.785		0	N	N
eDNA286	R. Spitzer; E. Coissac; A. Felton; C. Fohringer; L. Juvany; M. Landman; N. J. Singh; P. Taberlet; F. Widemo; J. Cromsigt	2021	Small shrubs with large importance? Smaller deer may increase the moose-forestry conflict through feeding competition over Vaccinium shrubs in the field layer	Forest Ecology and Management	480		12	118768	10.1016/j.foreco.2020.118768	Europe	Sweden	0	forest	organism diet + vegetation		1	0	0	0	0	0	1	0	0	0	species interaction	DNA metabarcoding	16S; trnL	2	1724		impact of deer and moose diet overlap on their potential competition	63.620591	19.591869		0	N	N
eDNA287	L. Stabili; M. Di Salvo; P. Alifano; A. Tala	2022	"An Integrative, Multiparametric Approach for the Comprehensive Assessment of Microbial Quality and Pollution in Aquaculture Systems"	Microbial Ecology	83	2	271-283		10.1007/s00248-021-01731-w	Europe	Italy	0	marine	water		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	8		impact of fish farm pollution on bacterial communities	40.484163	17.250925		0	N	N
eDNA288	F. Stefani; N. Isabel; M. J. Morency; M. Lamothe; S. Nadeau; D. Lachance; E. H. Y. Li; C. Greer; E. Yergeau; B. D. Pinno; A. Seguin	2018	The impact of reconstructed soils following oil sands exploitation on aspen and its associated belowground microbiome	Scientific Reports	8		13	2761	10.1038/s41598-018-20783-6	North America	Canada	0	forest	sediment + organism microbiome	plants	0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	66		impact of soil treatment and succession on recovery of forest soil (and root-associated) fungi and bacteria	57.333333	-111.816667		1	NCBI	N
